"HOUSEID","PERSONID","TRIPID","SEQ_TRIPID","VEHCASEID","FRSTHM","PARK","HHMEMDRV","TDWKND","TRAVDAY","LOOP_TRIP","DWELTIME","PUBTRANS","TRIPPURP","WHYFROM","WHYTRP1S","TRVLCMIN","STRTTIME","ENDTIME","TRPHHVEH","VEHID","TRPTRANS","NUMONTRP","ONTD_P1","ONTD_P2","ONTD_P3","ONTD_P4","ONTD_P5","ONTD_P6","ONTD_P7","ONTD_P8","ONTD_P9","ONTD_P10","NONHHCNT","HHACCCNT","WHODROVE","DRVR_FLG","PSGR_FLG","WHODROVE_IMP","PARK2_PAMOUNT","PARK2_PAYTYPE","PARK2","WHYTO","WALK","TRPMILES","WTTRDFIN","WTTRDFIN5D","WTTRDFIN2D","TDCASEID","VMT_MILE","GASPRICE","WHYTRP90","NUMADLT","HOMEOWN","RAIL","CENSUS_D","CENSUS_R","HH_HISP","DRVRCNT","CDIVMSAR","HHFAMINC","HH_RACE","HHSIZE","HHVEHCNT","LIF_CYC","MSACAT","MSASIZE","URBAN","URBANSIZE","URBRUR","TDAYDATE","WRKCOUNT","STRATUMID","R_AGE","R_SEX","WORKER","DRIVER","R_RACE","R_HISP","PROXY","EDUC","PRMACT","R_SEX_IMP","VEHTYPE","HHFAMINC_IMP","OBHUR","DBHUR","TRIPMODE","OTHTNRNT","OTPPOPDN","OTRESDN","OTEEMPDN","OBHTNRNT","OBPPOPDN","OBRESDN","DTHTNRNT","DTPPOPDN","DTRESDN","DTEEMPDN","DBHTNRNT","DBPPOPDN","DBRESDN"
"9000013002","01","01","01","900001300201","01","02","01","01","01","02",75,"02","03","01","50",15,"1435","1450","01","01","03",2,"01","02","02","01","-1","-1","-1","-1","-1","-1",0,"02","01","01","02","01",-1,"-1","-1","15","02",3.90242386575513,1608361.95907888,0,1569852.43137331,"90000130020101",3.90242386575513,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",39,"02","02","01","01","02","01","07","03","02","03","11","04","04","01","20","04","02","05","05","04","03","05","05","03","06","05","04","03"
"9000013002","01","02","02","900001300201","01","02","01","01","01","02",-9,"02","03","15","01",10,"1605","1615","01","01","03",2,"01","02","02","01","-1","-1","-1","-1","-1","-1",0,"02","01","01","02","01",-1,"-1","-1","01","01",3.90242386575513,1608361.95907888,0,1569852.43137331,"90000130020102",3.90242386575513,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",39,"02","02","01","01","02","01","07","03","02","03","11","04","04","01","05","05","03","06","05","04","03","20","04","02","05","05","04","03"
"9000013002","02","01","01","900001300202","01","-1","01","01","01","02",10,"02","02","01","80",30,"0700","0730","01","02","03",1,"02","01","02","02","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","12","-1",17.0770665009323,2208973.05782135,0,2274238.67501293,"90000130020201",17.0770665009323,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",42,"01","01","01","01","02","02","07","-1","01","03","11","04","02","01","20","04","02","05","05","04","03","40","05","04","06","60","04","03"
"9000013002","02","02","02","900001300202","01","-1","01","01","01","02",10,"02","05","12","80",10,"0740","0750","01","02","03",1,"02","01","02","02","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","12","-9",4.74829086389061,2208973.05782135,0,2274238.67501293,"90000130020202",4.74829086389061,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",42,"01","01","01","01","02","02","07","-1","01","03","11","02","02","01","40","05","04","06","60","04","03","05","03","02","04","05","03","02"
"9000013002","02","03","03","900001300202","01","-1","01","01","01","02",-9,"02","02","12","01",30,"0800","0830","01","02","03",1,"02","01","02","02","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","01","-9",14.0988191423244,2208973.05782135,0,2274238.67501293,"90000130020203",14.0988191423244,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",42,"01","01","01","01","02","02","07","-1","01","03","11","02","04","01","05","03","02","04","05","03","02","20","04","02","05","05","04","03"
"9000013002","04","01","01","900001300201","01","-1","01","01","01","02",75,"02","03","01","50",15,"1435","1450","01","01","03",2,"01","02","02","01","-1","-1","-1","-1","-1","-1",0,"02","01","02","01","01",-1,"-1","-1","15","02",3.90242386575513,2537528.75597066,0,3184545.45436425,"90000130020401",-1,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",5,"-7","-1","-1","01","02","02","-1","-1","01","03","11","04","04","02","20","04","02","05","05","04","03","05","05","03","06","05","04","03"
"9000013002","04","02","02","900001300201","01","-1","01","01","01","02",-9,"02","03","15","01",10,"1605","1615","01","01","03",2,"01","02","02","01","-1","-1","-1","-1","-1","-1",0,"02","01","02","01","01",-1,"-1","-1","01","01",3.90242386575513,2537528.75597066,0,3184545.45436425,"90000130020402",-1,"355.1","10",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","04","01","202202",1,"1021",5,"-7","-1","-1","01","02","02","-1","-1","01","03","11","04","04","02","05","05","03","06","05","04","03","20","04","02","05","05","04","03"
"9000013016","01","01","01","900001301601","01","02","01","02","04","02",260,"02","04","01","30",10,"0930","0940","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","02","02","01","02",-1,"-1","-1","11","01",0.911746426351771,1219637.01968428,1140002.70500812,0,"90000130160101",-1,"344.9","06",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","01","02","01","202202",2,"1021",32,"02","01","01","01","02","01","06","-1","02","01","07","03","03","02","80","07","03","08","90","07","06","60","06","05","08","70","06","05"
"9000013016","01","02","02","900001301601","01","02","01","02","04","02",105,"02","05","11","40",15,"1400","1415","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","02","02","01","02",-1,"-1","-1","14","01",4.59850839030454,1314260.30358325,1228447.70779223,0,"90000130160102",-1,"344.9","04",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","01","02","01","202202",2,"1021",32,"02","01","01","01","02","01","06","-1","02","01","07","03","02","02","60","06","05","08","70","06","05","80","04","02","05","30","02","-9"
"9000013016","01","03","03","900001301601","01","02","01","02","04","02",-9,"02","04","14","01",30,"1600","1630","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","02","02","01","02",-1,"-1","-1","01","02",5.42324425108763,1219637.01968428,1140002.70500812,0,"90000130160103",-1,"344.9","06",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","01","02","01","202202",2,"1021",32,"02","01","01","01","02","01","06","-1","02","01","07","02","03","02","80","04","02","05","30","02","-9","80","07","03","08","90","07","06"
"9000013016","02","01","01","900001301601","01","-1","01","02","04","02",260,"02","04","01","30",10,"0930","0940","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","02","01","02","02",-1,"-1","-1","11","01",0.911746426351771,1231230.34794065,1094584.05941342,0,"90000130160201",0.911746426351771,"344.9","06",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","01","02","01","202202",2,"1021",41,"01","01","01","01","02","02","04","-1","01","01","07","03","03","01","80","07","03","08","90","07","06","60","06","05","08","70","06","05"
"9000013016","02","02","02","900001301601","01","-1","01","02","04","02",105,"02","05","11","40",15,"1400","1415","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","02","01","02","02",-1,"-1","-1","14","01",4.59850839030454,1326753.07878427,1179505.34052702,0,"90000130160202",4.59850839030454,"344.9","04",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","01","02","01","202202",2,"1021",41,"01","01","01","01","02","02","04","-1","01","01","07","03","02","01","60","06","05","08","70","06","05","80","04","02","05","30","02","-9"
"9000013016","02","03","03","900001301601","01","-1","01","02","04","02",-9,"02","04","14","01",30,"1600","1630","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","02","01","02","02",-1,"-1","-1","01","02",5.42324425108763,1231230.34794065,1094584.05941342,0,"90000130160203",5.42324425108763,"344.9","06",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","01","02","01","202202",2,"1021",41,"01","01","01","01","02","02","04","-1","01","01","07","02","03","01","80","04","02","05","30","02","-9","80","07","03","08","90","07","06"
"9000013039","01","01","01","900001303901","01","02","01","02","05","02",50,"02","02","01","40",10,"1700","1710","01","01","01",1,"01","02","02","02","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","13","01",0.635177128651336,4905965.90744264,3601782.4329042,0,"90000130390101",0.635177128651336,"341.9","03",2,"03","01","01","01","02",2,"11","07","01",4,1,"06","01","04","01","04","01","202201",1,"1021",38,"01","01","01","01","02","01","06","-1","01","01","07","05","05","01","60","07","06","08","60","07","02","60","03","06","08","80","07","06"
"9000013039","01","02","02","900001303901","01","02","01","02","05","02",-9,"02","02","13","01",10,"1800","1810","01","01","01",1,"01","02","02","02","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","01","01",0.635177128651336,4905965.90744264,3601782.4329042,0,"90000130390102",0.635177128651336,"341.9","03",2,"03","01","01","01","02",2,"11","07","01",4,1,"06","01","04","01","04","01","202201",1,"1021",38,"01","01","01","01","02","01","06","-1","01","01","07","05","05","01","60","03","06","08","80","07","06","60","07","06","08","60","07","02"
"9000013042","01","01","01","900001304201","01","02","01","02","06","02",60,"02","03","01","50",30,"1500","1530","01","01","03",3,"01","01","01","-1","-1","-1","-1","-1","-1","-1",0,"03","01","01","02","01",-1,"-1","-1","16","03",10.538844002486,3354504.13255756,3316624.78470914,0,"90000130420101",10.538844002486,"350.2","10",2,"01","01","01","01","02",2,"11","11","03",3,2,"04","01","05","01","04","01","202202",2,"1021",59,"01","01","01","03","02","01","08","-1","01","03","11","04","05","01","05","05","03","06","05","05","03","70","03","06","08","70","06","06"
"9000013042","01","02","02","900001304201","01","02","01","02","06","02",-9,"02","03","16","01",30,"1630","1700","01","01","03",3,"01","01","01","-1","-1","-1","-1","-1","-1","-1",0,"03","01","01","02","01",-1,"-1","-1","01","01",12.5363579863269,3354504.13255756,3316624.78470914,0,"90000130420102",12.5363579863269,"350.2","10",2,"01","01","01","01","02",2,"11","11","03",3,2,"04","01","05","01","04","01","202202",2,"1021",59,"01","01","01","03","02","01","08","-1","01","03","11","05","04","01","70","03","06","08","70","06","06","05","05","03","06","05","05","03"
"9000013042","02","01","01","900001304201","01","02","01","02","06","02",60,"02","03","01","50",30,"1500","1530","01","01","03",3,"01","01","01","-1","-1","-1","-1","-1","-1","-1",0,"03","01","02","01","01",-1,"-1","-1","16","03",10.538844002486,3370260.46124749,3478564.75528688,0,"90000130420201",-1,"350.2","10",2,"01","01","01","01","02",2,"11","11","03",3,2,"04","01","05","01","04","01","202202",2,"1021",38,"02","01","01","03","02","01","08","-1","02","03","11","04","05","02","05","05","03","06","05","05","03","70","03","06","08","70","06","06"
"9000013042","02","02","02","900001304201","01","02","01","02","06","02",-9,"02","03","16","01",30,"1630","1700","01","01","03",3,"01","01","01","-1","-1","-1","-1","-1","-1","-1",0,"03","01","02","01","01",-1,"-1","-1","01","01",12.5363579863269,3370260.46124749,3478564.75528688,0,"90000130420202",-1,"350.2","10",2,"01","01","01","01","02",2,"11","11","03",3,2,"04","01","05","01","04","01","202202",2,"1021",38,"02","01","01","03","02","01","08","-1","02","03","11","05","04","02","70","03","06","08","70","06","06","05","05","03","06","05","05","03"
"9000013043","01","01","01","-1","01","02","-1","02","03","01",-9,"02","03","01","50",30,"1630","1700","-1","-1","20",1,"01","-1","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","-1","-1","-1","-1",-1,"-1","-1","16","-1",2,1276605.6610344,966362.750147187,0,"90000130430101",-1,"350.2","10",1,"02","01","01","01","02",1,"11","06","01",1,1,"09","01","05","01","04","01","202202",0,"1021",73,"01","02","01","01","02","01","07","05","01","-1","06","04","04","05","30","06","05","07","05","06","05","30","06","05","07","05","06","05"
"9000013044","01","01","01","-1","01","02","-1","02","06","02",5,"02","04","01","40",10,"1200","1210","02","-1","20",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","-1","-1","-1","-1",-1,"-1","-1","14","-1",0.389683032939714,2559867.20768419,2280165.14770403,0,"90000130440101",-1,"350.2","04",2,"03","01","01","01","02",2,"11","07","01",2,2,"02","01","05","01","04","01","202202",2,"1021",29,"02","01","01","01","02","01","06","-1","02","-1","07","05","05","05","50","06","05","08","30","05","04","50","06","05","08","60","07","06"
"9000013044","01","02","02","-1","01","02","-1","02","06","02",-9,"02","04","14","01",15,"1215","1230","02","-1","20",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","-1","-1","-1","-1",-1,"-1","-1","01","-9",0.389683032939714,2559867.20768419,2280165.14770403,0,"90000130440102",-1,"350.2","04",2,"03","01","01","01","02",2,"11","07","01",2,2,"02","01","05","01","04","01","202202",2,"1021",29,"02","01","01","01","02","01","06","-1","02","-1","07","05","05","05","50","06","05","08","60","07","06","50","06","05","08","30","05","04"
"9000013044","02","01","01","-1","01","-1","-1","02","06","02",5,"02","04","01","40",10,"1200","1210","02","-1","20",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","-1","-1","-1","-1",-1,"-1","-1","14","-1",0.389683032939714,2554120.35005284,2205357.81509679,0,"90000130440201",-1,"350.2","04",2,"03","01","01","01","02",2,"11","07","01",2,2,"02","01","05","01","04","01","202202",2,"1021",30,"01","01","01","01","02","02","06","-1","01","-1","07","05","05","05","50","06","05","08","30","05","04","50","06","05","08","60","07","06"
"9000013044","02","02","02","-1","01","-1","-1","02","06","02",-9,"02","04","14","01",15,"1215","1230","02","-1","20",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","-1","-1","-1","-1",-1,"-1","-1","01","-9",0.389683032939714,2554120.35005284,2205357.81509679,0,"90000130440202",-1,"350.2","04",2,"03","01","01","01","02",2,"11","07","01",2,2,"02","01","05","01","04","01","202202",2,"1021",30,"01","01","01","01","02","02","06","-1","01","-1","07","05","05","05","50","06","05","08","60","07","06","50","06","05","08","30","05","04"
"9000013045","01","01","01","900001304501","01","02","01","02","02","02",0,"02","04","01","70",20,"1330","1350","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","01","01","02","01",-1,"-1","-1","10","08",6.07395898073337,1878749.82411705,1492365.48961329,0,"90000130450101",6.07395898073337,"355.1","04",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",35,"01","01","01","01","02","01","08","-1","01","01","06","05","05","01","50","06","05","08","50","07","06","80","08","05","08","50","07","04"
"9000013045","01","02","02","900001304501","01","02","01","02","02","02",110,"02","04","10","01",20,"1350","1410","01","01","01",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","02","01",4.32256059664388,1878749.82411705,1492365.48961329,0,"90000130450102",4.32256059664388,"355.1","04",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",35,"01","01","01","01","02","01","08","-1","01","01","06","05","05","01","80","08","05","08","50","07","04","50","06","05","08","50","07","06"
"9000013045","01","03","03","900001304501","01","02","01","02","02","02",0,"02","04","02","70",20,"1600","1620","01","01","01",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","10","08",6.07395898073337,1878749.82411705,1492365.48961329,0,"90000130450103",6.07395898073337,"355.1","04",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",35,"01","01","01","01","02","01","08","-1","01","01","06","05","05","01","50","06","05","08","50","07","06","80","08","05","08","50","07","04"
"9000013045","01","04","04","900001304501","01","02","01","02","02","02",30,"02","05","10","40",15,"1620","1635","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","01","01","02","01",-1,"-1","-1","13","06",2.13797389683033,1834835.81617068,1457482.85163324,0,"90000130450104",2.13797389683033,"355.1","03",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",35,"01","01","01","01","02","01","08","-1","01","01","06","05","05","01","80","08","05","08","50","07","04","60","08","07","08","60","08","07"
"9000013045","01","05","05","900001304501","01","02","01","02","02","02",-9,"02","02","13","01",15,"1705","1720","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","01","01","02","01",-1,"-1","-1","01","01",3.70602858918583,1834835.81617068,1457482.85163324,0,"90000130450105",3.70602858918583,"355.1","03",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",35,"01","01","01","01","02","01","08","-1","01","01","06","05","05","01","60","08","07","08","60","08","07","50","06","05","08","50","07","06"
"9000013045","02","01","01","900001304501","01","-1","01","02","02","02",150,"02","04","01","20",20,"1330","1350","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","01","02","01","01",-1,"-1","-1","06","08",6.07395898073337,2008969.31421063,1713048.56820586,0,"90000130450201",-1,"355.1","05",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",34,"02","01","02","01","02","02","08","-1","02","01","06","05","05","02","50","06","05","08","50","07","06","80","08","05","08","50","07","04"
"9000013045","02","02","02","900001304501","01","-1","01","02","02","02",30,"02","05","06","40",15,"1620","1635","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","01","02","01","01",-1,"-1","-1","13","06",2.13797389683033,2157944.64922786,1840079.86855678,0,"90000130450202",-1,"355.1","03",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",34,"02","01","02","01","02","02","08","-1","02","01","06","05","05","02","80","08","05","08","50","07","04","60","08","07","08","60","08","07"
"9000013045","02","03","03","900001304501","01","-1","01","02","02","02",-9,"02","02","13","01",15,"1705","1720","01","01","01",2,"01","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"02","01","02","01","01",-1,"-1","-1","01","01",3.70602858918583,2008969.31421063,1713048.56820586,0,"90000130450203",-1,"355.1","05",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","01","04","01","202202",2,"1021",34,"02","01","02","01","02","02","08","-1","02","01","06","05","05","02","60","08","07","08","60","08","07","50","06","05","08","50","07","06"
"9000013068","01","01","01","900001306801","01","02","01","01","01","02",330,"02","03","01","50",90,"1200","1330","01","01","03",5,"01","01","01","01","01","-1","-1","-1","-1","-1",0,"05","01","01","02","01",-1,"-1","-1","17","01",95.2088253573648,2756894.59786312,0,1089264.30698241,"90000130680101",95.2088253573648,"350.2","08",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","04","06","02","202202",1,"1022",41,"01","01","01","01","02","01","06","-1","01","03","10","01","04","01","05","02","02","03","01","02","01","20","05","03","06","20","04","03"
"9000013068","01","02","02","900001306801","01","02","01","01","01","02",-9,"02","03","17","01",90,"1900","2030","01","01","03",5,"01","01","01","01","01","-1","-1","-1","-1","-1",0,"05","01","01","02","01",-1,"-1","-1","01","01",94.2672467371038,2756894.59786312,0,1089264.30698241,"90000130680102",94.2672467371038,"350.2","08",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","04","06","02","202202",1,"1022",41,"01","01","01","01","02","01","06","-1","01","03","10","04","01","01","20","05","03","06","20","04","03","05","02","02","03","01","02","01"
"9000013068","02","01","01","900001306801","01","-1","01","01","01","02",330,"02","03","01","50",90,"1200","1330","01","01","03",5,"01","01","01","01","01","-1","-1","-1","-1","-1",0,"05","01","02","01","01",-1,"-1","-1","17","01",95.2088253573648,2007305.78442394,0,751893.035463735,"90000130680201",-1,"350.2","08",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","04","06","02","202202",1,"1022",40,"02","02","01","01","02","02","06","97","02","03","10","01","04","02","05","02","02","03","01","02","01","20","05","03","06","20","04","03"
"9000013068","02","02","02","900001306801","01","-1","01","01","01","02",-9,"02","03","17","01",90,"1900","2030","01","01","03",5,"01","01","01","01","01","-1","-1","-1","-1","-1",0,"05","01","02","01","01",-1,"-1","-1","01","01",94.2672467371038,2007305.78442394,0,751893.035463735,"90000130680202",-1,"350.2","08",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","04","06","02","202202",1,"1022",40,"02","02","01","01","02","02","06","97","02","03","10","04","01","02","20","05","03","06","20","04","03","05","02","02","03","01","02","01"
"9000013068","03","01","01","900001306801","01","-1","01","01","01","02",330,"02","03","01","50",90,"1200","1330","01","01","03",5,"01","01","01","01","01","-1","-1","-1","-1","-1",0,"05","01","02","01","01",-1,"-1","-1","17","01",95.2088253573648,3166946.42097145,0,1525262.82114269,"90000130680301",-1,"350.2","08",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","04","06","02","202202",1,"1022",6,"01","-1","-1","01","02","02","-1","-1","01","03","10","01","04","02","05","02","02","03","01","02","01","20","05","03","06","20","04","03"
"9000013068","03","02","02","900001306801","01","-1","01","01","01","02",-9,"02","03","17","01",90,"1900","2030","01","01","03",5,"01","01","01","01","01","-1","-1","-1","-1","-1",0,"05","01","02","01","01",-1,"-1","-1","01","01",94.2672467371038,3166946.42097145,0,1525262.82114269,"90000130680302",-1,"350.2","08",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","04","06","02","202202",1,"1022",6,"01","-1","-1","01","02","02","-1","-1","01","03","10","04","01","02","20","05","03","06","20","04","03","05","02","02","03","01","02","01"
"9000013081","01","01","01","900001308101","01","02","01","02","05","02",75,"02","04","01","30",20,"1025","1045","01","01","03",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","11","02",9.31199502796768,3289996.8474996,5962094.99806497,0,"90000130810101",9.31199502796768,"344.9","06",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",62,"02","02","01","01","02","01","03","05","02","03","06","01","02","01","20","02","01","02","30","02","01","30","01","02","05","30","02","02"
"9000013081","01","02","02","900001308101","01","02","01","02","05","02",60,"02","05","11","40",15,"1200","1215","01","01","03",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","13","02",2.48042262274705,3462378.40457581,6274482.90201809,0,"90000130810102",2.48042262274705,"344.9","03",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",62,"02","02","01","01","02","01","03","05","02","03","06","02","02","01","30","01","02","05","30","02","02","30","01","02","05","50","04","03"
"9000013081","01","03","03","900001308101","01","02","01","02","05","02",-9,"02","02","13","01",20,"1315","1335","01","01","03",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","01","01",8.6152889993785,3289996.8474996,5962094.99806497,0,"90000130810103",8.6152889993785,"344.9","06",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",62,"02","02","01","01","02","01","03","05","02","03","06","02","01","01","30","01","02","05","50","04","03","20","02","01","02","30","02","01"
"9000013081","02","01","01","900001308102","01","02","01","02","05","02",10,"02","04","01","40",15,"1100","1115","01","02","04",1,"02","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","14","02",4.31758856432567,5024433.16822201,8625396.7824749,0,"90000130810201",4.31758856432567,"344.9","04",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",60,"01","01","01","01","02","01","03","-1","01","04","06","01","01","01","20","02","01","02","30","02","01","20","02","01","02","30","03","02"
"9000013081","02","02","02","900001308102","01","02","01","02","05","02",170,"02","04","14","01",15,"1125","1140","01","02","04",1,"02","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","01","01",4.31758856432567,5024433.16822201,8625396.7824749,0,"90000130810202",4.31758856432567,"344.9","04",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",60,"01","01","01","01","02","01","03","-1","01","04","06","01","01","01","20","02","01","02","30","03","02","20","02","01","02","30","02","01"
"9000013081","02","03","03","900001308102","01","02","01","02","05","02",107,"02","01","01","10",13,"1430","1443","01","02","04",1,"02","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","03","02",4.36420136730889,4797159.77255985,8235238.69895515,0,"90000130810203",4.36420136730889,"344.9","01",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",60,"01","01","01","01","02","01","03","-1","01","04","06","01","01","01","20","02","01","02","30","02","01","20","02","01","02","30","03","02"
"9000013081","02","04","04","900001308102","01","02","01","02","05","02",-9,"02","01","03","01",13,"1630","1643","01","02","04",1,"02","01","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","02","01","02","02",-1,"-1","-1","01","01",4.36420136730889,4797159.77255985,8235238.69895515,0,"90000130810204",4.36420136730889,"344.9","01",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","04","06","02","202202",1,"1022",60,"01","01","01","01","02","01","03","-1","01","04","06","01","01","01","20","02","01","02","30","03","02","20","02","01","02","30","02","01"
"9000013086","01","01","01","-1","01","02","-1","01","01","01",-9,"02","03","01","50",30,"1100","1130","-1","-1","20",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","-1","-1","-1","-1",-1,"-1","-1","16","-1",0,7038251.41700227,0,14034265.7648579,"90000130860101",-1,"341.9","10",2,"02","02","01","01","02",2,"12","06","01",2,2,"10","02","04","01","03","01","202201",0,"1021",75,"01","02","01","01","02","01","03","05","01","-1","06","03","03","05","20","05","04","06","20","05","04","20","05","04","06","20","05","04"
"9000013099","01","01","01","900001309901","01","02","01","02","04","02",4,"02","02","01","80",8,"0830","0838","01","01","01",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","12","02",3.7041640770665,2609424.99233513,2474082.95541517,0,"90000130990101",3.7041640770665,"350.2","10",2,"01","01","01","01","02",2,"11","11","01",2,2,"02","01","04","01","04","01","202202",2,"1021",38,"01","01","01","01","02","01","06","-1","01","01","11","04","02","01","20","05","03","06","01","04","02","20","01","02","05","05","03","02"
"9000013099","01","02","02","900001309901","01","02","01","02","04","02",-9,"02","02","12","01",8,"0842","0850","01","01","01",1,"01","02","-1","-1","-1","-1","-1","-1","-1","-1",0,"01","01","01","02","01",-1,"-1","-1","01","01",3.0130515848353,2609424.99233513,2474082.95541517,0,"90000130990102",3.0130515848353,"350.2","10",2,"01","01","01","01","02",2,"11","11","01",2,2,"02","01","04","01","04","01","202202",2,"1021",38,"01","01","01","01","02","01","06","-1","01","01","11","02","04","01","20","01","02","05","05","03","02","20","05","03","06","01","04","02"
"9000013122","01","01","01","-1","02","02","-1","01","07","02",55,"02","02","01","80",20,"1000","1020","02","-1","20",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1",0,"02","-1","-1","-1","-1",-1,"-1","-1","12","-1",0.921690490988191,6327500.50212148,0,6297688.48830409,"90000131220101",-1,"425.8","10",3,"01","02","01","01","02",3,"13","11","01",3,2,"10","03","03","04","06","02","202203",2,"1021",69,"02","01","01","01","02","01","06","-1","02","-1","11","01","01","05","20","02","01","03","30","02","01","20","02","01","03","30","02","01"
