"HOUSEID","PERSONID","WTPERFIN","WTPERFIN5D","WTPERFIN2D","R_AGE","R_SEX","R_RELAT","WORKER","DRIVER","R_RACE","GCDWORK","OUTOFTWN","USEPUBTR","R_RACE_IMP","R_HISP","PROXY","WHOPROXY","EDUC","LAST30_TAXI","LAST30_RDSHR","LAST30_ESCT","LAST30_PT","LAST30_MTRC","LAST30_WALK","LAST30_BIKE","LAST30_BKSHR","TAXISERVICE","RIDESHARE22","ESCOOTERUSED","PTUSED","TRNPASS","MCTRANSIT","WALKTRANSIT","BIKETRANSIT","BIKESHARE22","USAGE1","USAGE2_1","USAGE2_2","USAGE2_3","USAGE2_4","USAGE2_5","USAGE2_6","USAGE2_7","USAGE2_8","USAGE2_9","USAGE2_10","QACSLAN1","QACSLAN3","PAYPROF","PRMACT","EMPLOYMENT2","DRIVINGOCCUPATION","DRIVINGVEHICLE","WRKLOC","WKFMHM22","WRKTRANS","EMPPASS","SCHOOL1","STUDE","SCHTYP","SCHOOL1C","SCHTRN1","DELIVER","DELIV_GOOD","DELIV_FOOD","DELIV_GROC","DELIV_PERS","RET_HOME","RET_PUF","RET_AMZ","RET_STORE","MEDCOND","MEDCOND6","W_CANE","W_WKCR","W_VISIMP","W_SCCH","W_CHAIR","W_NONE","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDSHARE","CONDNONE","CONDRF","FRSTHM","PARK","PARKHOME","PARKHOMEAMT","PARKHOMEAMT_PAMOUNT","PARKHOMEAMT_PAYTYPE","SAMEPLC","COV1_WK","COV1_SCH","COV1_PT","COV1_OHD","COV2_WK","COV2_SCH","COV2_PT","COV2_OHD","CNTTDTR","R_SEX_IMP","NUMADLT","HOMEOWN","RAIL","CENSUS_D","CENSUS_R","HH_HISP","DRVRCNT","CDIVMSAR","HHFAMINC","HH_RACE","HHSIZE","HHVEHCNT","LIF_CYC","MSACAT","MSASIZE","TRAVDAY","URBAN","URBANSIZE","URBRUR","TDAYDATE","WRKCOUNT","STRATUMID","HHFAMINC_IMP","WBHUR","SBHUR","WTHTNRNT","WTPPOPDN","WTRESDN","WTEEMPDN","WBHTNRNT","WBPPOPDN","WBRESDN","STHTNRNT","STPPOPDN","STRESDN","STEEMPDN","SBHTNRNT","SBPPOPDN","SBRESDN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"9000013002","01",3938.688806,0,13363.8093550292,39,"02","07","02","01","01",-1,"02","02","01","02","01","-1","07","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,10,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","03",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",10,10,0,0,0,0,2,1,2,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","03","02","-1","-1","01","-1",2,"02",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","01","04","01","202202",1,"1021","11","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","20","04","02","05","05","04","03"
"9000013002","02",5409.5145725,0,19360.0949193166,42,"01","01","01","01","01",-9,"02","02","01","02","02","01","07","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,3,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",55,"02","-1","01","04","-1","-1","02","-1","-1","-1","-1",12,12,0,0,0,0,2,0,1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","03","-1","03","02","02","-1","-8","-1",3,"01",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","01","04","01","202202",1,"1021","11","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","20","04","02","05","05","04","03"
"9000013002","03",3013.5821629,0,7285.04499424843,8,"-7","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","01","-1","01",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","97","-1","02","02","02","-1","-1","-1","-1",0,"01",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","01","04","01","202202",1,"1021","11","-1","04","-1","-1","-1","-1","-1","-1","-1","20","04","02","05","05","04","03","04","20","04","02","05","05","04","03"
"9000013002","04",6214.1087396,0,27109.3368293983,5,"-7","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","01","-1","01",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-1","02","02","02","-1","-1","-1","-1",2,"01",2,"01","01","01","01","02",2,"11","11","01",4,2,"04","01","05","01","01","04","01","202202",1,"1021","11","-1","04","-1","-1","-1","-1","-1","-1","-1","20","04","02","05","05","04","03","04","20","04","02","05","05","04","03"
"9000013016","01",3183.4208104,4177.2344524,0,32,"02","07","01","01","01",4.88245118144333,"02","02","01","02","01","-1","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,3,-1,-1,"01","02","02","02","02","02","02","01","02","02","01","02","-1","01","-1",30,"01","03","02","01","01","-1","02","-1","-1","-1","-1",10,8,2,-9,-9,-9,-9,2,1,"01","02","02","02","02","02","02","01","01","02","02","02","02","02","02","02","02","01","02","-1","-1",-1,"-1","-1","03","-1","03","01","02","-1","-8","-8",3,"02",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","04","01","02","01","202202",2,"1021","07","02","-1","20","03","02","04","20","03","02","-1","-1","-1","-1","-1","-1","-1","03","80","07","03","08","90","07","06"
"9000013016","02",3213.6809958,4010.8099954,0,41,"01","01","01","01","01",-9,"02","02","01","02","02","01","04","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,4,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",10,8,2,-9,-9,-9,3,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","03","-1","03","01","01","-1","01","-8",3,"01",2,"03","02","01","01","02",2,"13","07","01",2,1,"02","03","03","04","01","02","01","202202",2,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","80","07","03","08","90","07","06"
"9000013026","01",7727.2668272,11702.30262,0,44,"01","07","01","01","01",-9,"02","02","01","02","01","-1","08","02","01","02","01","02","01","02","-1",-1,6,-1,5,"01",-1,15,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",10,6,4,1,-9,-9,-9,1,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","05","03","-1","03","01","02","-1","01","02",0,"01",1,"03","01","01","01","02",1,"11","10","01",1,0,"01","01","05","03","01","04","01","202202",1,"1021","10","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","60","07","06","08","70","07","03"
"9000013039","01",12167.712239,12540.688961,0,38,"01","07","01","01","01",-9,"02","02","01","02","01","-1","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,5,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"02","-1","03","04","-1","-1","01","03","-1","02","-1",10,8,2,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","02","04","01","02","-1","-1","02",2,"01",2,"03","01","01","01","02",2,"11","07","01",4,1,"06","01","04","05","01","04","01","202201",1,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","60","07","06","08","60","07","02"
"9000013039","02",3815.3063067,4166.3276779,0,37,"02","01","02","01","01",-1,"02","02","01","02","01","-1","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,3,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","03",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",10,10,-9,-9,-9,0,0,2,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","07","-1","-1","03","01","-1","-1","-8","02",0,"02",2,"03","01","01","01","02",2,"11","07","01",4,1,"06","01","04","05","01","04","01","202201",1,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","60","07","06","08","60","07","02"
"9000013039","03",5129.0065593,6449.2933442,0,12,"01","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","02","-1","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","97","-1","04","04","04","-1","-1","-1","-1",0,"01",2,"03","01","01","01","02",2,"11","07","01",4,1,"06","01","04","05","01","04","01","202201",1,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","60","07","06","08","60","07","02"
"9000013039","04",5129.0065593,6449.2933442,0,9,"01","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","02","-1","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","97","-1","03","04","04","-1","01","-1","-1",0,"01",2,"03","01","01","01","02",2,"11","07","01",4,1,"06","01","04","05","01","04","01","202201",1,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","60","07","06","08","60","07","02"
"9000013041","01",3206.3440947,4228.326233,0,37,"01","07","01","01","01",-9,"02","02","01","02","01","-1","06","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",50,"02","-1","02","04","-1","-1","02","-1","-1","-1","-1",12,10,2,-9,-9,1,2,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","05","03","-1","03","01","02","-1","02","02",0,"01",1,"01","02","01","01","02",1,"12","11","01",1,1,"01","02","04","02","01","03","01","202201",1,"1021","11","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","40","06","05"
"9000013042","01",8214.7851122,11402.070828,0,59,"01","07","01","01","03",25.2391291472835,"02","02","03","02","01","-1","08","02","02","02","01","02","01","02","-1",-1,-1,-1,5,"01",-1,5,-1,-1,"01","02","02","01","02","02","02","02","02","02","01","01","01","01","-1",40,"02","-1","01","02","03","02","02","-1","-1","-1","-1",15,12,2,-9,-9,-9,1,1,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","01","-1","03","01","02","-1","02","02",2,"01",2,"01","01","01","01","02",2,"11","11","03",3,2,"04","01","05","06","01","04","01","202202",2,"1021","11","04","-1","60","04","03","05","40","03","02","-1","-1","-1","-1","-1","-1","-1","04","05","05","03","06","05","05","03"
"9000013042","02",8253.3705035,11958.796757,0,38,"02","01","01","01","03",10.3434879274433,"02","02","03","02","01","-1","08","02","01","02","01","02","01","02","-1",-1,3,-1,3,"01",-1,4,-1,-1,"01","02","02","01","02","02","02","02","02","02","01","01","01","01","-1",40,"02","-1","01","03","12","01","02","-1","-1","-1","-1",20,20,-9,-9,-9,-9,-9,1,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","03","01","02","-1","02","02",2,"02",2,"01","01","01","01","02",2,"11","11","03",3,2,"04","01","05","06","01","04","01","202202",2,"1021","11","05","-1","80","07","03","08","80","07","06","-1","-1","-1","-1","-1","-1","-1","04","05","05","03","06","05","05","03"
"9000013043","01",3126.2567473,3322.2137679,0,73,"01","07","02","01","01",-1,"02","02","01","02","01","-1","07","02","01","02","02","02","01","02","-1",-1,2,-1,-1,"-1",-1,30,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",1,1,0,1,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","02","02","-1","-1","-1","-1",1,"01",1,"02","01","01","01","02",1,"11","06","01",1,1,"09","01","05","03","01","04","01","202202",0,"1021","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","06","05","07","05","06","05"
"9000013044","01",6200.5483379,7753.5122999,0,29,"02","07","01","01","01",-9,"02","02","01","02","01","-1","06","02","01","02","02","02","01","02","-1",-1,1,-1,-1,"-1",-1,10,-1,-1,"01","01","02","02","02","02","02","02","02","02","01","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",8,4,4,-9,-9,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","02","01","02","-1","-1","01",2,"02",2,"03","01","01","01","02",2,"11","07","01",2,2,"02","01","05","06","01","04","01","202202",2,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","50","06","05","08","30","05","04"
"9000013044","02",6186.6282139,7499.1361754,0,30,"01","01","01","01","01",-9,"02","02","01","02","02","01","06","02","01","02","02","02","01","02","-1",-1,1,-1,-1,"-1",-1,10,-1,-1,"01","01","02","02","02","02","02","02","02","02","01","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",6,2,4,-9,-9,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","03","-1","02","01","02","-1","-1","01",2,"01",2,"03","01","01","01","02",2,"11","07","01",2,2,"02","01","05","06","01","04","01","202202",2,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","50","06","05","08","30","05","04"
"9000013045","01",4550.7357038,5074.6649607,0,35,"01","07","01","01","01",-9,"02","02","01","02","01","-1","08","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,2,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",7,0,7,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","03","01","-8","-1","-8","02",5,"01",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","02","01","04","01","202202",2,"1021","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","50","06","05","08","50","07","06"
"9000013045","02",5352.1059899,6406.7915608,0,34,"02","01","01","02","01",3.18384296266652,"02","02","01","02","02","01","08","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,2,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",5,"-1","-1","01","02","01","-1","01","04","-1","01","01",7,0,7,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","03","03","03","01","01","01","-8","02",3,"02",2,"03","01","01","01","02",1,"11","06","01",2,1,"02","01","05","02","01","04","01","202202",2,"1021","06","05","05","80","08","05","08","50","07","04","80","08","05","08","50","07","04","05","50","06","05","08","50","07","06"
"9000013046","01",4939.4890059,0,26114.6555973155,67,"01","07","02","01","01",-1,"02","02","01","02","01","-1","06","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","02","02","02","02","02","02","01","02","02","02","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",10,12,-9,-9,3,0,0,1,0,"01","02","02","02","02","02","01","02","01","01","02","02","02","02","02","02","02","01","-1","-1","-1",-1,"-1","97","-1","-1","02","02","-1","-1","-1","-1",0,"01",2,"02","01","01","01","02",2,"11","10","01",2,2,"10","01","04","01","01","04","01","202201",0,"1021","10","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","20","05","01","06","05","04","03"
"9000013046","02",4950.6030243,0,23380.9601769687,66,"02","01","02","01","01",-1,"02","02","01","02","01","-1","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,5,-1,-1,"01","02","02","02","02","02","02","01","02","01","01","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",5,4,-9,-9,1,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","97","-1","-1","02","02","-1","-1","-1","-1",0,"02",2,"02","01","01","01","02",2,"11","10","01",2,2,"10","01","04","01","01","04","01","202201",0,"1021","10","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","20","05","01","06","05","04","03"
"9000013048","01",24668.576571,37125.980913,0,40,"02","07","02","02","97",-1,"02","02","97","01","01","-1","02","02","02","02","01","02","01","02","-1",-1,-1,-1,6,"01",-1,29,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","01","01","02","03",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",4,4,-9,-9,-9,0,0,0,0,"01","02","02","02","02","02","02","01","01","02","02","02","02","02","02","02","02","01","-1","-1","-1",-1,"-1","16","-1","-1","03","01","-1","-1","01","01",0,"02",1,"03","02","01","01","01",0,"13","02","97",1,0,"01","03","03","03","02","06","01","202202",0,"1021","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","05","02","01","03","20","02","01"
"9000013068","01",7222.0552078,0,9919.21902310849,41,"01","07","01","01","01",20.8955089464259,"02","02","01","02","01","-1","06","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","02","01","02","02","02","02","02","02","02","02","02","-1","01","-1",40,"01","03","02","01","03","-1","02","-1","-1","-1","-1",5,5,0,0,0,0,0,1,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","02","-1","-1","-1","-1",2,"01",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","01","04","06","02","202202",1,"1022","10","01","-1","05","02","01","03","05","02","01","-1","-1","-1","-1","-1","-1","-1","01","05","02","02","03","01","02","01"
"9000013068","02",5258.4067613,0,6846.99907350871,40,"02","01","02","01","01",-1,"02","02","01","02","02","01","06","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","97",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",10,8,0,2,0,0,1,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-1","-1","02","02","-1","-1","-1","-1",2,"02",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","01","04","06","02","202202",1,"1022","10","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","02","02","03","01","02","01"
"9000013068","03",8296.2409626,0,13889.5728922136,6,"01","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","01","-1","09",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-1","02","02","04","-1","-1","-1","-1",2,"01",2,"01","02","01","01","02",2,"12","10","01",5,2,"04","02","04","01","04","06","02","202202",1,"1022","10","-1","01","-1","-1","-1","-1","-1","-1","-1","05","02","02","03","05","02","01","01","05","02","02","03","01","02","01"
"9000013081","01",8587.3454654,21846.499596,0,62,"02","07","02","01","01",-1,"02","02","01","02","01","-1","03","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","01","01","02","02","02","02","02","02","02","01","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",5,7,0,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","04","01","-1","-1","-1","02",3,"02",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","05","04","06","02","202202",1,"1022","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","20","02","01","02","30","02","01"
"9000013081","02",12170.25658,29329.945733,0,60,"01","01","01","01","01",3.80238034591845,"02","02","01","02","01","-1","03","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",6,"01","02","01","01","04","-1","02","-1","-1","-1","-1",7,7,-9,-9,-9,0,1,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","01","-1","-1","-1","02",4,"01",2,"02","02","01","01","02",2,"13","06","01",2,3,"10","03","03","05","04","06","02","202202",1,"1022","06","01","-1","20","02","01","02","30","03","02","-1","-1","-1","-1","-1","-1","-1","01","20","02","01","02","30","02","01"
"9000013083","01",3572.8653771,4318.0733071,0,66,"02","07","02","01","03",-1,"02","02","03","02","01","-1","07","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,5,-1,-1,"01","02","02","02","02","02","02","01","02","02","01","01","01","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",5,5,-9,-9,-9,0,-9,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","08","-1","-1","01","01","-1","-1","-8","01",0,"02",2,"02","01","01","01","02",2,"11","07","03",2,2,"10","01","05","06","04","06","02","202202",0,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","01","03","02","04","01","01","02"
"9000013083","02",3564.844356,4176.4065745,0,67,"01","01","02","01","03",-1,"02","02","03","02","01","-1","07","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,5,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","01","01","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",1,1,-9,-9,-9,0,-9,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","08","-1","-1","03","01","-1","-1","-8","01",0,"01",2,"02","01","01","01","02",2,"11","07","03",2,2,"10","01","05","06","04","06","02","202202",0,"1021","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","01","03","02","04","01","01","02"
"9000013086","01",17235.847885,0,119470.625627725,75,"01","07","02","01","01",-1,"02","02","01","02","01","-1","03","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",12,1,-9,-9,11,-9,-9,1,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","04","01","-1","-1","-1","01",1,"01",2,"02","02","01","01","02",2,"12","06","01",2,2,"10","02","04","01","01","03","01","202201",0,"1021","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","20","05","04","06","20","05","04"
"9000013086","02",9430.660727,0,58273.941248902,73,"02","01","02","01","01",-1,"02","02","01","02","01","-1","03","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",0,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","16","-1","-1","04","01","-1","-1","-1","01",0,"02",2,"02","02","01","01","02",2,"12","06","01",2,2,"10","02","04","01","01","03","01","202201",0,"1021","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","20","05","04","06","20","05","04"
