"HOUSEID","PERSONID","WTPERFIN","WTPERFIN5D","WTPERFIN2D","R_AGE","R_SEX","R_RELAT","WORKER","DRIVER","R_RACE","GCDWORK","OUTOFTWN","USEPUBTR","R_RACE_IMP","R_HISP","PROXY","WHOPROXY","EDUC","LAST30_TAXI","LAST30_RDSHR","LAST30_ESCT","LAST30_PT","LAST30_MTRC","LAST30_WALK","LAST30_BIKE","LAST30_BKSHR","TAXISERVICE","RIDESHARE22","ESCOOTERUSED","PTUSED","TRNPASS","MCTRANSIT","WALKTRANSIT","BIKETRANSIT","BIKESHARE22","USAGE1","USAGE2_1","USAGE2_2","USAGE2_3","USAGE2_4","USAGE2_5","USAGE2_6","USAGE2_7","USAGE2_8","USAGE2_9","USAGE2_10","QACSLAN1","QACSLAN3","PAYPROF","PRMACT","EMPLOYMENT2","DRIVINGOCCUPATION","DRIVINGVEHICLE","WRKLOC","WKFMHM22","WRKTRANS","EMPPASS","SCHOOL1","STUDE","SCHTYP","SCHOOL1C","SCHTRN1","DELIVER","DELIV_GOOD","DELIV_FOOD","DELIV_GROC","DELIV_PERS","RET_HOME","RET_PUF","RET_AMZ","RET_STORE","MEDCOND","MEDCOND6","W_CANE","W_WKCR","W_VISIMP","W_SCCH","W_CHAIR","W_NONE","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDSHARE","CONDNONE","CONDRF","FRSTHM","PARK","PARKHOME","PARKHOMEAMT","PARKHOMEAMT_PAMOUNT","PARKHOMEAMT_PAYTYPE","SAMEPLC","COV1_WK","COV1_SCH","COV1_PT","COV1_OHD","COV2_WK","COV2_SCH","COV2_PT","COV2_OHD","CNTTDTR","R_SEX_IMP","NUMADLT","HOMEOWN","RAIL","CENSUS_D","CENSUS_R","HH_HISP","DRVRCNT","CDIVMSAR","HHFAMINC","HH_RACE","HHSIZE","HHVEHCNT","LIF_CYC","MSACAT","MSASIZE","TRAVDAY","URBAN","URBANSIZE","URBRUR","TDAYDATE","WRKCOUNT","STRATUMID","HHFAMINC_IMP","WBHUR","SBHUR","WTHTNRNT","WTPPOPDN","WTRESDN","WTEEMPDN","WBHTNRNT","WBPPOPDN","WBRESDN","STHTNRNT","STPPOPDN","STRESDN","STEEMPDN","SBHTNRNT","SBPPOPDN","SBRESDN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"9000098169","03",26813.805586,33234.905528,0,13,"01","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-8","-1","-1","02","02","-1","-1","-1","-1",0,"01",1,"03","02","03","02","02",1,"33","01","01",5,1,"03","03","03","06","01","03","01","202206",1,"1025","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","30","06","05"
"9000098169","04",26874.137561,34362.257568,0,7,"02","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-8","-1","-1","02","02","-1","-1","-1","-1",0,"02",1,"03","02","03","02","02",1,"33","01","01",5,1,"03","03","03","06","01","03","01","202206",1,"1025","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","30","06","05"
"9000098175","01",5553.6985391,0,20023.6356759438,53,"02","07","01","01","01",14.717439091262,"02","02","01","02","01","-1","07","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",35,"01","02","01","01","03","-1","02","-1","-1","-1","-1",10,10,-9,-9,-9,-9,3,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","02","-1","-1","-1","-1",5,"02",2,"02","02","02","01","02",2,"23","10","01",2,3,"02","03","01","01","04","06","02","202207",2,"1024","10","03","-1","40","05","04","06","50","06","05","-1","-1","-1","-1","-1","-1","-1","01","05","01","01","01","05","01","01"
"9000098175","02",6578.9718465,0,25139.1192570272,53,"01","01","01","01","01",20.935894456117,"02","02","01","02","02","01","05","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"01","02","02","01","04","-1","02","-1","-1","-1","-1",0,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-9","-1","04","02","-1","-1","-1","-1",5,"01",2,"02","02","02","01","02",2,"23","10","01",2,3,"02","03","01","01","04","06","02","202207",2,"1024","10","01","-1","40","02","01","02","40","02","01","-1","-1","-1","-1","-1","-1","-1","01","05","01","01","01","05","01","01"
"9000098177","01",83445.968214,103451.80189,0,47,"02","07","01","01","01",-9,"02","02","01","01","01","-1","05","02","02","02","02","02","01","01","02",-1,-1,-1,-1,"-1",-1,4,12,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",60,"02","-1","01","04","-1","-1","02","-1","-1","-1","-1",20,11,9,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","01","-1","-1","-1","01",4,"02",2,"03","02","09","04","01",1,"92","04","01",2,1,"10","02","04","04","01","05","01","202206",1,"1037","04","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","50","06","05","07","50","06","05"
"9000098177","02",48983.662862,58511.004843,0,72,"02","05","02","02","01",-1,"02","02","01","01","02","01","01","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",0,-1,-1,-1,-1,-1,-1,-1,-1,"01","02","01","01","02","02","02","02","01","01","02","02","02","02","02","02","02","01","-1","-1","-1",-1,"-1","97","-1","-1","04","04","-1","-1","-1","-1",0,"02",2,"03","02","09","04","01",1,"92","04","01",2,1,"10","02","04","04","01","05","01","202206",1,"1037","04","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","50","06","05","07","50","06","05"
"9000098178","01",27010.73698,28286.190646,0,29,"01","07","01","01","01",-9,"02","02","01","02","01","-1","06","02","02","02","01","01","01","02","-1",-1,-1,-1,1,"02",8,10,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",50,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",5,5,0,0,0,0,0,1,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","03","02","02","-1","-8","-1",2,"01",1,"03","02","01","01","02",1,"13","06","01",1,2,"01","03","02","04","01","01","01","202206",1,"1021","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","20","03","02","04","20","05","04"
"9000098180","01",38600.536135,48300.372533,0,79,"01","07","02","01","01",-1,"02","02","01","02","01","-1","04","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",2,2,-9,-9,-9,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","04","02","-1","-1","-1","-1",5,"01",1,"01","01","09","04","02",1,"93","04","01",1,2,"09","03","03","03","01","01","01","202206",0,"1037","04","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","01","02","05","30","02","02"
"9000098191","01",15728.865312,20548.361962,0,45,"01","07","01","01","01",-9,"02","02","01","02","01","-1","07","02","01","02","01","02","01","02","-1",-1,4,-1,1,"02",-1,20,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",8,8,-9,-9,-9,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","01","-1","01","03","02","-1","-8","-8",4,"01",1,"01","02","08","04","02",1,"83","07","01",1,1,"01","03","01","03","02","06","01","202207",1,"1035","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","30","02","02","03","30","05","04"
"9000098197","01",14638.59365,17041.023727,0,74,"02","07","02","01","01",-1,"02","02","01","02","01","-1","07","02","01","02","01","02","01","02","-1",-1,4,-1,14,"01",-1,25,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",10,10,0,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","02","-1","-1",-1,"-1","-1","-1","-1","03","01","-1","-1","-8","02",3,"02",1,"03","02","09","04","02",1,"93","07","01",1,1,"09","03","02","04","01","01","01","202206",0,"1037","07","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","40","04","02","05","60","04","02"
"9000098199","01",6874.2639013,7665.756183,0,67,"01","07","02","01","01",-1,"02","02","01","02","01","-1","07","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","02","02","02","02","02","02","02","02","01","02","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",5,5,-9,-9,-9,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","02","02","-1","-1","-1","-1",2,"01",1,"03","02","07","03","02",1,"72","06","01",1,1,"09","02","05","03","01","05","01","202206",0,"1033","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","40","01","-9","-9","40","01","-9"
"9000098205","01",18220.628283,23488.871643,0,92,"02","07","02","02","01",-1,"02","02","01","02","01","-1","03","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",0,-1,-1,-1,-1,-1,-1,-1,-1,"01","02","02","01","02","02","02","02","01","01","02","01","02","02","02","02","02","01","-1","-1","-1",-1,"-1","10","-1","-1","04","04","-1","-1","-1","-1",0,"02",1,"03","02","01","01","02",0,"14","03","01",1,0,"09","04","06","06","02","06","01","202207",0,"1021","03","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","20","02","02","03","30","04","01"
"9000098234","01",55878.253111,75238.68617,0,43,"01","07","01","01","01",0.568022920420627,"02","02","01","02","01","-1","03","02","01","02","02","02","01","02","-1",-1,1,-1,-1,"-1",-1,10,-1,-1,"01","02","02","02","01","02","02","02","02","02","02","02","-1","01","-1",40,"01","02","01","01","01","-1","02","-1","-1","-1","-1",3,3,0,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","01","-1","-1","-1","02",2,"01",2,"02","02","02","01","02",2,"22","07","01",2,2,"02","02","04","04","01","05","01","202206",2,"1023","07","04","-1","30","05","05","07","40","05","04","-1","-1","-1","-1","-1","-1","-1","04","20","05","04","06","20","05","04"
"9000098234","02",35734.554862,47875.456921,0,40,"02","01","01","01","01",6.29576736294125,"02","02","01","02","01","-1","07","02","01","02","02","02","02","02","-1",-1,1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",38,"02","-1","01","01","01","-1","01","03","-1","02","-1",4,4,0,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","03","04","01","-1","-8","-1","02",2,"02",2,"02","02","02","01","02",2,"22","07","01",2,2,"02","02","04","04","01","05","01","202206",2,"1023","07","05","-1","60","07","02","08","80","07","02","-1","-1","-1","-1","-1","-1","-1","04","20","05","04","06","20","05","04"
"9000098248","01",7748.3964196,11662.140047,0,79,"01","07","01","01","01",-9,"02","02","01","02","01","-1","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,16,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"01","01","04","01","01","-1","02","-1","-1","-1","-1",3,3,-9,-9,-9,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","02","-1","-1","-1","-1",4,"01",2,"03","02","07","03","02",2,"72","08","01",2,2,"10","02","04","06","01","03","01","202207",1,"1033","08","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","40","06","05","07","40","06","05"
"9000098248","02",11012.983115,17616.749924,0,80,"02","01","02","01","01",-1,"02","02","01","02","01","-1","03","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",6,-9,-9,-9,-9,0,0,0,0,"-9","-1","-1","-1","-1","-1","-1","-1","01","01","01","02","02","02","02","02","02","01","02","-1","-1",-1,"-1","-1","-1","-1","02","02","-1","-1","-1","-1",2,"02",2,"03","02","07","03","02",2,"72","08","01",2,2,"10","02","04","06","01","03","01","202207",1,"1033","08","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","40","06","05","07","40","06","05"
"9000098260","01",26773.005322,0,150750.96769473,35,"02","07","01","01","01",2.70137390439563,"02","02","01","02","01","-1","05","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","01","02","02","02","02","02","02","02","02","02","02","-1","01","-1",40,"01","02","01","01","03","-1","02","-1","-1","-1","-1",5,2,-9,3,-9,-9,-9,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","02","-1","04","02","-1","-1","-1","-1",2,"02",1,"03","02","01","01","02",1,"12","04","01",3,1,"05","02","04","01","01","03","01","202206",1,"1021","04","03","-1","50","06","05","06","60","06","05","-1","-1","-1","-1","-1","-1","-1","02","20","04","03","05","05","04","03"
"9000098260","02",25845.788893,0,209753.065951336,11,"01","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","01","-1","09",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-1","04","04","04","-1","-1","-1","-1",2,"01",1,"03","02","01","01","02",1,"12","04","01",3,1,"05","02","04","01","01","03","01","202206",1,"1021","04","-1","04","-1","-1","-1","-1","-1","-1","-1","20","04","03","05","40","04","03","02","20","04","03","05","05","04","03"
"9000098260","03",25903.942797,0,187796.008403397,8,"02","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","01","-1","03",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-1","04","04","04","-1","-1","-1","-1",2,"02",1,"03","02","01","01","02",1,"12","04","01",3,1,"05","02","04","01","01","03","01","202206",1,"1021","04","-1","02","-1","-1","-1","-1","-1","-1","-1","05","02","02","03","05","03","02","02","20","04","03","05","05","04","03"
"9000098265","01",26500.184346,39603.030083,0,35,"01","07","01","01","01",8.34745277224795,"02","02","01","02","01","-1","07","02","02","02","01","02","01","01","02",-1,-1,-1,1,"02",-1,2,1,-1,"01","02","02","02","02","02","02","02","02","02","01","02","-1","01","-1",40,"02","-1","01","02","01","-1","02","-1","-1","-1","-1",20,20,0,0,0,0,1,1,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","02","01","02","-1","-1","02",7,"01",2,"02","02","08","04","02",2,"82","10","01",4,2,"04","02","04","02","01","05","01","202207",2,"1035","10","04","-1","40","02","02","03","50","02","01","-1","-1","-1","-1","-1","-1","-1","04","30","06","04","07","05","06","04"
"9000098265","02",18073.88899,30628.174674,0,39,"02","01","01","01","01",3.08637227202513,"02","02","01","02","01","-1","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,1,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","02","-1","02","01",40,"02","-1","01","01","01","-1","02","-1","-1","-1","-1",20,20,0,0,0,0,1,1,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","01","02","-1","02","01","-1","-1","-1","02",0,"02",2,"02","02","08","04","02",2,"82","10","01",4,2,"04","02","04","02","01","05","01","202207",2,"1035","10","05","-1","05","05","03","06","05","06","04","-1","-1","-1","-1","-1","-1","-1","04","30","06","04","07","05","06","04"
"9000098265","03",30441.738337,42118.910851,0,8,"01","02","-1","-1","01",-1,"02","02","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","-1","-1",-1,"-1","-1","-1","-1","-1","-1","01","01","01","-1","01",-1,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","-1","02","02","04","-1","-1","-1","-1",7,"01",2,"02","02","08","04","02",2,"82","10","01",4,2,"04","02","04","02","01","05","01","202207",2,"1035","10","-1","04","-1","-1","-1","-1","-1","-1","-1","20","06","04","07","30","06","05","04","30","06","04","07","05","06","04"
"9000098269","01",21606.704356,27051.838974,0,62,"01","07","01","01","01",1.94503293227387,"02","02","01","02","01","-1","07","02","02","02","01","01","01","01","02",-1,-1,-1,4,"02",4,15,25,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",20,"02","-1","01","01","01","-1","02","-1","-1","-1","-1",0,-1,-1,-1,-1,-1,-1,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","01","02","-1",-1,"-1","-1","02","-1","03","01","-1","-1","01","-8",4,"01",2,"02","01","01","01","02",2,"11","09","01",2,6,"02","01","05","06","01","04","01","202207",2,"1021","09","04","-1","30","04","02","05","30","04","02","-1","-1","-1","-1","-1","-1","-1","04","20","05","04","06","20","06","04"
"9000098269","02",28190.975179,35593.181377,0,24,"01","02","01","01","01",37.967326916753,"02","02","01","02","02","01","06","02","02","02","02","02","01","02","-1",-1,-1,-1,-1,"-1",-1,20,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"02","-1","01","02","01","-1","02","-1","-1","-1","-1",1,0,0,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","02","-1","03","01","-1","-1","01","-8",2,"01",2,"02","01","01","01","02",2,"11","09","01",2,6,"02","01","05","06","01","04","01","202207",2,"1021","09","02","-1","05","02","02","03","05","02","02","-1","-1","-1","-1","-1","-1","-1","04","20","05","04","06","20","06","04"
"9000098271","01",15425.104313,19673.504451,0,66,"01","07","02","01","01",-1,"02","01","01","02","01","-1","07","01","01","02","01","02","01","02","-1",1,1,-1,3,"01",-1,30,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",3,2,1,2,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","01","03","-1","-1","-8","02",4,"01",1,"02","01","05","03","02",1,"51","09","01",1,1,"09","01","05","06","01","04","01","202206",0,"1029","09","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","05","70","08","08","08","90","06","08"
"9000098274","01",40447.521422,63339.120906,0,29,"02","07","01","01","01",-9,"02","02","01","02","01","-1","06","02","01","02","02","02","01","02","-1",-1,1,-1,-1,"-1",-1,2,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",34,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",20,18,2,-9,-9,-9,1,-9,1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","03","01","02","-1","-8","02",8,"02",2,"01","02","07","03","02",2,"72","09","01",3,2,"04","02","04","06","01","05","01","202206",2,"1033","09","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","30","04","03"
"9000098274","02",40356.717434,61261.10007,0,34,"01","01","01","01","01",11.8533292836063,"02","02","01","02","01","-1","07","02","01","02","02","02","01","02","-1",-1,1,-1,-1,"-1",-1,8,-1,-1,"01","02","02","02","02","02","02","02","02","02","01","02","-1","01","-1",50,"02","-1","02","03","01","-1","02","-1","-1","-1","-1",20,5,5,0,0,0,0,0,0,"01","02","02","02","02","02","02","01","01","02","02","02","02","02","02","02","02","01","02","-1","-1",-1,"-1","-1","03","-1","03","01","02","-1","-8","02",8,"01",2,"01","02","07","03","02",2,"72","09","01",3,2,"04","02","04","06","01","05","01","202206",2,"1033","09","05","-1","70","05","05","06","80","06","06","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","30","04","03"
"9000098279","01",32359.696073,38481.556721,0,68,"02","07","02","01","01",-1,"02","02","01","02","01","-1","04","02","02","02","02","02","02","02","-1",-1,-1,-1,-1,"-1",-1,-1,-1,-1,"01","02","02","02","02","02","02","02","02","01","02","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",3,1,-9,-9,-9,-9,-9,-9,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","-1","-1","03","01","-1","-1","01","02",2,"02",1,"02","02","09","04","02",1,"93","06","01",1,2,"09","03","01","04","04","06","02","202207",0,"1038","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","20","01","01","01","05","01","01"
"9000098284","01",69069.561396,107830.96675,0,34,"02","07","01","01","01",-9,"02","02","01","01","01","-1","07","02","01","02","02","02","01","01","02",-1,3,-1,-1,"-1",-1,2,5,-1,"01","02","02","02","02","02","02","01","02","01","02","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",20,17,3,0,0,0,1,1,2,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","-1","-1",-1,"-1","-1","03","-1","-8","01","02","-1","-1","02",4,"02",2,"01","02","07","03","01",2,"72","08","01",4,2,"04","02","04","02","01","05","01","202207",2,"1033","08","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","05","06","05"
"9000098284","02",68914.501423,104293.26379,0,33,"01","01","01","01","01",-9,"02","02","01","01","02","01","06","02","01","02","02","02","01","02","-1",-1,3,-1,-1,"-1",-1,2,-1,-1,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","02","-1","01","-1",40,"02","-1","03","04","-1","-1","02","-1","-1","-1","-1",5,5,0,0,0,0,0,0,0,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","-1","03","-1","04","01","02","-1","-1","02",2,"01",2,"01","02","07","03","01",2,"72","08","01",4,2,"04","02","04","02","01","05","01","202207",2,"1033","08","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","30","05","04","06","05","06","05"
"9000098287","01",30703.388938,39076.371761,0,58,"02","07","02","01","01",-1,"02","02","01","02","01","-1","03","02","01","02","02","02","02","02","-1",-1,1,-1,-1,"-1",-1,-1,-1,-1,"01","01","02","02","02","02","02","02","01","02","02","02","-1","02","05",-1,"-1","-1","-1","-1","-1","-1","02","-1","-1","-1","-1",20,20,-9,-9,-9,-9,1,2,-9,"02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","-1","-1","-1",-1,"-1","97","-1","-1","04","02","-1","-1","-1","-1",0,"02",2,"04","02","07","03","02",2,"73","06","01",2,4,"10","03","01","05","04","06","02","202206",1,"1034","06","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01","01","01","05","01","01"
